Timestamp,Hold Time,Customer ID,Complaint Type,Agent ID,Call Duration,Resolution Status,start_time,end_time
2025-01-01 12:26:47,00:48,Y5CWUP3WFOHFO43,Account Management,1VG1M0PIBT,27:29,Resolved,2025-01-01 12:27:35,2025-01-01 12:55:04
2025-01-01 12:50:00,06:40,86VTPIX81TBHUHT,General Inquiry,A5YQZAZQVF,14:05,Pending,2025-01-01 12:56:40,2025-01-01 13:10:45
2025-01-01 14:20:03,00:42,RAMFBKKO3IYBN09,Technical Support,FWFIHGPQRA,11:53,Resolved,2025-01-01 14:20:45,2025-01-01 14:32:38
2025-01-01 15:24:54,05:03,Z5IUCQQ60E6CV7Y,Billing,UKSG9Z7EZP,31:58,Resolved,2025-01-01 15:29:57,2025-01-01 16:01:55
2025-01-01 16:21:21,03:36,PNXSEEN1HJNRJ8C,Technical Support,XSD3YKA0T1,13:20,Resolved,2025-01-01 16:24:57,2025-01-01 16:38:17
2025-01-01 16:26:19,00:28,KPQX6PSKOAJZDJB,Technical Support,JSA39T01BU,23:33,Resolved,2025-01-01 16:26:47,2025-01-01 16:50:20
2025-01-01 16:55:09,07:37,SXEJN0YOOHLCCJJ,Technical Support,MP7H6OVL7T,22:12,Resolved,2025-01-01 17:02:46,2025-01-01 17:24:58
2025-01-01 18:20:36,05:34,LTM4NXVM43IG95J,Billing,6X3YD9OB2R,09:15,Resolved,2025-01-01 18:26:10,2025-01-01 18:35:25
2025-01-01 20:56:15,02:42,O5UDCGPCN5AL49J,Billing,0Y1E3L6NGJ,10:41,Resolved,2025-01-01 20:58:57,2025-01-01 21:09:38
2025-01-01 22:18:28,06:14,G1OMQN7YD9XWXWM,Technical Support,39FAPH8540,16:39,Resolved,2025-01-01 22:24:42,2025-01-01 22:41:21
2025-01-01 22:26:16,02:28,6DNI3GGQR5IXGM6,General Inquiry,37DNZDU8U3,55:52,Resolved,2025-01-01 22:28:44,2025-01-01 23:24:36
2025-01-01 22:52:15,07:39,5PPKNJXWYBAFBEJ,Technical Support,ADM4GLNMAU,49:31,Resolved,2025-01-01 22:59:54,2025-01-01 23:49:25
2025-01-02 01:02:54,04:38,QF7G98NG1T2O12H,Technical Support,FCT1GG1XFB,35:47,Resolved,2025-01-02 01:07:32,2025-01-02 01:43:19
2025-01-02 01:02:26,05:17,LAIL9AE3EJCLU6G,Billing,X6943R0AP1,37:06,Resolved,2025-01-02 01:07:43,2025-01-02 01:44:49
2025-01-02 02:06:36,01:26,1WFHUI9NTG1QZA9,General Inquiry,PHRUFX08XU,38:25,Resolved,2025-01-02 02:08:02,2025-01-02 02:46:27
2025-01-02 04:07:01,03:29,9NE22R264P2W2GW,Billing,Z7LLIDN5OS,05:41,Resolved,2025-01-02 04:10:30,2025-01-02 04:16:11
2025-01-02 04:44:51,07:28,YOZJGCO1RI7XQ6O,Service Outage,D40MTMDIVI,03:45,Resolved,2025-01-02 04:52:19,2025-01-02 04:56:04
2025-01-02 04:49:35,08:38,G82SOJ1KHU5RVQO,Technical Support,O8C1FO5MR8,43:52,Escalated,2025-01-02 04:58:13,2025-01-02 05:42:05
2025-01-02 05:03:59,02:20,YD0RM75JQII4P34,Technical Support,RPT5QREKGU,35:31,Resolved,2025-01-02 05:06:19,2025-01-02 05:41:50
2025-01-02 07:01:46,04:03,FQRQF03UAIL4NFW,Feedback,1AL9HOBOYN,37:10,Resolved,2025-01-02 07:05:49,2025-01-02 07:42:59
2025-01-02 07:27:01,06:06,795RI1P96NQB3QN,Technical Support,IEGIKR1KA4,40:59,Resolved,2025-01-02 07:33:07,2025-01-02 08:14:06
2025-01-02 07:37:35,03:16,NQLBL686C6TUSLX,General Inquiry,XSD3YKA0T1,41:10,Resolved,2025-01-02 07:40:51,2025-01-02 08:22:01
2025-01-02 08:20:06,07:34,TQIW4BCSOQBDR8V,Cancellation,085B1M387E,06:53,Resolved,2025-01-02 08:27:40,2025-01-02 08:34:33
2025-01-02 10:04:15,01:15,DDBTYK5DCX27XUI,Service Outage,B1P6SR1QFX,26:58,Resolved,2025-01-02 10:05:30,2025-01-02 10:32:28
2025-01-02 11:09:42,08:28,5DY9BEZW090HTLP,Technical Support,8JCHDLU8MR,46:58,Resolved,2025-01-02 11:18:10,2025-01-02 12:05:08
2025-01-02 13:01:00,08:51,073MK9H9KDKL2U4,Technical Support,VC9M3WX8IU,28:18,Resolved,2025-01-02 13:09:51,2025-01-02 13:38:09
2025-01-02 13:13:30,05:11,PIAIJ8ZPPH9US9Z,General Inquiry,7OCTF99Y2J,49:43,Pending,2025-01-02 13:18:41,2025-01-02 14:08:24
2025-01-02 13:53:47,09:26,4BXE7BERSJYGYNX,Technical Support,44JS0VDTJH,02:47,Resolved,2025-01-02 14:03:13,2025-01-02 14:06:00
2025-01-02 13:59:38,05:05,WY1ST0MSES4CTXA,Technical Support,QO059NJJH4,51:54,Resolved,2025-01-02 14:04:43,2025-01-02 14:56:37
2025-01-02 14:35:18,01:41,1TJZEB58MNYQSQH,Technical Support,YPK1BT8J0S,57:13,Resolved,2025-01-02 14:36:59,2025-01-02 15:34:12
2025-01-02 15:22:48,02:31,X3IMXB36ZT087AF,General Inquiry,XDW8DBKKTA,21:13,Resolved,2025-01-02 15:25:19,2025-01-02 15:46:32
2025-01-02 15:22:42,04:05,TP73ITTDAPL31FA,Service Outage,5VNLH19TUN,39:19,Escalated,2025-01-02 15:26:47,2025-01-02 16:06:06
2025-01-02 15:47:31,06:44,BOP86NBBLHAIAD3,Technical Support,LUWWI3OOZ7,37:11,Resolved,2025-01-02 15:54:15,2025-01-02 16:31:26
2025-01-02 16:43:40,08:38,LGDO1QMFGI4QOTI,Billing,XDW8DBKKTA,28:51,Resolved,2025-01-02 16:52:18,2025-01-02 17:21:09
2025-01-02 17:24:40,01:44,5CRD31COP2Q1T4Q,Technical Support,74UIL5DLP5,08:57,Resolved,2025-01-02 17:26:24,2025-01-02 17:35:21
2025-01-02 18:57:18,05:59,3RO6BDWGOVB7OCR,Billing,74UIL5DLP5,17:24,Resolved,2025-01-02 19:03:17,2025-01-02 19:20:41
2025-01-02 19:37:45,07:47,HX0MQX8R5KR6159,Billing,3V48BHVVEW,26:12,Resolved,2025-01-02 19:45:32,2025-01-02 20:11:44
2025-01-02 22:57:49,02:44,B4PKC4W46UZCO5Y,Billing,UKSG9Z7EZP,06:13,Resolved,2025-01-02 23:00:33,2025-01-02 23:06:46
2025-01-02 23:17:11,00:30,KD8L56ZKX0JMO60,Technical Support,S79YBSAU2M,49:40,Resolved,2025-01-02 23:17:41,2025-01-03 00:07:21
2025-01-02 23:38:14,06:32,WHULAD90AOAILG9,Account Management,7MBSDGR63V,12:53,Resolved,2025-01-02 23:44:46,2025-01-02 23:57:39
2025-01-02 23:50:28,05:19,4N2OFAWSX6MKJHM,Feedback,59JLNXQF04,14:59,Resolved,2025-01-02 23:55:47,2025-01-03 00:10:46
2025-01-03 00:39:02,08:18,X3N386FJ4RP5ZL6,Billing,D8OAOCGR0A,57:49,Resolved,2025-01-03 00:47:20,2025-01-03 01:45:09
2025-01-03 01:44:02,07:11,E6CLUNLV5NVVL42,Technical Support,ZO0Y9E4YJE,39:48,Resolved,2025-01-03 01:51:13,2025-01-03 02:31:01
2025-01-03 01:50:00,02:26,3ZVZT4BG4OWMQY7,Cancellation,GML5G1C6G5,57:55,Resolved,2025-01-03 01:52:26,2025-01-03 02:50:21
2025-01-03 02:49:44,08:52,N41VR61WJ85H2KK,General Inquiry,TEDTSF5RDM,32:44,Pending,2025-01-03 02:58:36,2025-01-03 03:31:20
2025-01-03 03:07:10,04:59,GYJ21OKS4BS3BM5,Technical Support,457067XAP5,06:10,Pending,2025-01-03 03:12:09,2025-01-03 03:18:19
2025-01-03 03:36:59,03:37,XKWEH8FI1NKBAX1,Billing,1IXDU7LJ7N,21:26,Resolved,2025-01-03 03:40:36,2025-01-03 04:02:02
2025-01-03 07:20:50,04:10,RBDDCUSCJ8CRMOG,Technical Support,XEWXNQAQ1M,51:39,Resolved,2025-01-03 07:25:00,2025-01-03 08:16:39
2025-01-03 08:08:34,06:45,QOBB26MLHYNSGDE,Technical Support,YUAB483264,41:08,Resolved,2025-01-03 08:15:19,2025-01-03 08:56:27
2025-01-03 09:03:16,01:59,OMP0C0LAIP9CJY0,Technical Support,6X3YD9OB2R,20:46,Resolved,2025-01-03 09:05:15,2025-01-03 09:26:01
2025-01-03 09:32:16,00:34,1VC6RG69H9KMTP7,Technical Support,0Y1E3L6NGJ,47:05,Resolved,2025-01-03 09:32:50,2025-01-03 10:19:55
2025-01-03 10:19:14,03:42,VYRIP1PBB0K4SBH,Technical Support,VK191ROIQA,10:43,Resolved,2025-01-03 10:22:56,2025-01-03 10:33:39
2025-01-03 10:52:30,05:16,ULGZ0JLFCU7YXBY,Technical Support,17UN2SAOKL,02:54,Resolved,2025-01-03 10:57:46,2025-01-03 11:00:40
2025-01-03 11:09:33,02:55,3MET8WZ0043D1ET,Technical Support,54X1HVG1MX,42:17,Resolved,2025-01-03 11:12:28,2025-01-03 11:54:45
2025-01-03 11:10:10,04:56,LRSKIKEOS7BWVDO,Technical Support,3U00VGSYNE,39:11,Resolved,2025-01-03 11:15:06,2025-01-03 11:54:17
2025-01-03 11:43:45,02:33,W005D2MKPNKYR8I,Technical Support,TJDWLI1WIX,33:47,Pending,2025-01-03 11:46:18,2025-01-03 12:20:05
2025-01-03 13:10:38,03:50,GOR02UK16JP38TE,Account Management,S6O4QFAVC5,01:28,Resolved,2025-01-03 13:14:28,2025-01-03 13:15:56
2025-01-03 13:58:03,08:00,0B9ENUU7E6AVNZ9,Service Outage,54X1HVG1MX,44:45,Resolved,2025-01-03 14:06:03,2025-01-03 14:50:48
2025-01-03 14:09:12,00:43,V00Q51VSAJ4IJ9X,Feedback,8ACJRX8UY3,33:48,Pending,2025-01-03 14:09:55,2025-01-03 14:43:43
2025-01-03 14:34:56,04:23,7GZ4J1D1G2LNE1E,Billing,EK8VO248TP,03:36,Pending,2025-01-03 14:39:19,2025-01-03 14:42:55
2025-01-03 15:16:26,01:20,HN49FLSE4UDG1O2,Billing,007NG3XQ3G,42:06,Escalated,2025-01-03 15:17:46,2025-01-03 15:59:52
2025-01-03 16:05:53,09:12,KLNHZB90AXQLLQQ,General Inquiry,PM9YVO7WKX,10:19,Resolved,2025-01-03 16:15:05,2025-01-03 16:25:24
2025-01-03 16:17:55,02:56,ZYCGM75IGP5EQYV,Billing,GNRXZWLKN3,44:16,Resolved,2025-01-03 16:20:51,2025-01-03 17:05:07
2025-01-03 16:12:07,09:39,V96DE7FJ096WD2V,Billing,3ZYBQMTA2D,36:43,Resolved,2025-01-03 16:21:46,2025-01-03 16:58:29
2025-01-03 16:36:09,04:31,XWTJWIOH3E6T76J,Account Management,KW1AUC5UYS,40:47,Resolved,2025-01-03 16:40:40,2025-01-03 17:21:27
2025-01-03 17:52:01,04:34,43OFYUGW9I42SJ4,Service Outage,7X144YH978,55:35,Escalated,2025-01-03 17:56:35,2025-01-03 18:52:10
2025-01-03 18:20:19,04:24,UJE931DPCGVKI3E,Technical Support,1IXDU7LJ7N,26:23,Resolved,2025-01-03 18:24:43,2025-01-03 18:51:06
2025-01-03 18:48:46,09:36,764NUNG77Y318CI,Billing,JSA39T01BU,16:45,Resolved,2025-01-03 18:58:22,2025-01-03 19:15:07
2025-01-03 19:47:22,07:50,DLRI714NOZHLYNU,Technical Support,AT7A0210XJ,06:06,Resolved,2025-01-03 19:55:12,2025-01-03 20:01:18
2025-01-03 20:34:06,01:27,U7JIJ8Z4EAUPVEQ,Technical Support,59JLNXQF04,20:18,Resolved,2025-01-03 20:35:33,2025-01-03 20:55:51
2025-01-03 21:15:17,07:22,B8P7NX519FC0PF1,Technical Support,2AYZTIKJXT,10:52,Resolved,2025-01-03 21:22:39,2025-01-03 21:33:31
2025-01-03 22:35:52,01:17,SRA2XOXTM9XI703,Billing,007NG3XQ3G,06:27,Resolved,2025-01-03 22:37:09,2025-01-03 22:43:36
2025-01-03 23:51:29,06:08,CJAIQXRNIQ1028U,Cancellation,5VEP98O7UQ,10:57,Pending,2025-01-03 23:57:37,2025-01-04 00:08:34
2025-01-03 23:58:53,05:29,YT5V1LPBM5YHM8B,General Inquiry,YEP4P8AQ7E,48:15,Resolved,2025-01-04 00:04:22,2025-01-04 00:52:37
2025-01-04 00:44:10,02:43,QIOHC2QQRXF0TSH,Technical Support,YI15YKJ0XL,58:58,Resolved,2025-01-04 00:46:53,2025-01-04 01:45:51
2025-01-04 00:40:52,08:00,CAJS05Q0BX7YGVU,Billing,S79YBSAU2M,35:55,Resolved,2025-01-04 00:48:52,2025-01-04 01:24:47
2025-01-04 00:42:02,09:41,SOGC95F8DEFJZE9,Billing,V5V4TS8NDE,21:47,Resolved,2025-01-04 00:51:43,2025-01-04 01:13:30
2025-01-04 00:46:59,06:37,2MNXHJE4JZACGXZ,Technical Support,LLH4X2TYCI,18:06,Resolved,2025-01-04 00:53:36,2025-01-04 01:11:42
2025-01-04 01:59:37,05:55,U3ANN7EGJEJ6UGQ,Technical Support,8JCHDLU8MR,33:30,Resolved,2025-01-04 02:05:32,2025-01-04 02:39:02
2025-01-04 02:29:00,02:59,0DODI4Y78375RKX,Technical Support,YPYPG0LW78,09:29,Resolved,2025-01-04 02:31:59,2025-01-04 02:41:28
2025-01-04 02:56:30,05:47,NWARQ7EVNUL9NG9,Billing,U6QDU5HHQQ,42:09,Resolved,2025-01-04 03:02:17,2025-01-04 03:44:26
2025-01-04 03:00:48,03:06,OK29BGNEEUJYV8M,Technical Support,XM8ZK94HBU,15:24,Pending,2025-01-04 03:03:54,2025-01-04 03:19:18
2025-01-04 03:09:09,06:57,T3IIV3UWP1N3XRL,Technical Support,12DTJCOZP9,34:15,Resolved,2025-01-04 03:16:06,2025-01-04 03:50:21
2025-01-04 03:29:38,01:27,65SEADAP0942ZB6,Billing,PEVGAFDH75,44:53,Resolved,2025-01-04 03:31:05,2025-01-04 04:15:58
2025-01-04 03:23:18,09:51,H79T1G6TJUKAAKI,Feedback,S6VZ0HTHQP,34:58,Escalated,2025-01-04 03:33:09,2025-01-04 04:08:07
2025-01-04 03:33:45,00:59,LQHZ6IU6J2OF1QF,Account Management,FCT1GG1XFB,51:48,Resolved,2025-01-04 03:34:44,2025-01-04 04:26:32
2025-01-04 03:54:08,05:37,DRY3TKX22FNO0VN,Technical Support,6HLV8VQK6Q,52:08,Resolved,2025-01-04 03:59:45,2025-01-04 04:51:53
2025-01-04 04:28:12,04:18,DBF5K2DGX49XDFT,Technical Support,XI049RV3AX,48:27,Resolved,2025-01-04 04:32:30,2025-01-04 05:20:57
2025-01-04 05:38:47,02:31,6VN9OZO8268VUBK,Technical Support,D4AJ1PF4A3,09:11,Resolved,2025-01-04 05:41:18,2025-01-04 05:50:29
2025-01-04 06:45:31,07:02,PZ08UOSLLW3A1ML,Technical Support,TVC724P4JN,22:40,Resolved,2025-01-04 06:52:33,2025-01-04 07:15:13
2025-01-04 08:34:14,05:31,4OS20B1FPDS9L4I,Technical Support,COSU7XWCCI,32:42,Resolved,2025-01-04 08:39:45,2025-01-04 09:12:27
2025-01-04 09:48:52,09:41,FSF6OW6227TXM3I,Feedback,YPK1BT8J0S,51:15,Resolved,2025-01-04 09:58:33,2025-01-04 10:49:48
2025-01-04 10:01:43,00:20,NK84CDBHD1YXWC2,Technical Support,YI15YKJ0XL,48:18,Pending,2025-01-04 10:02:03,2025-01-04 10:50:21
2025-01-04 10:33:41,02:50,D0IFFU3DFHTK0PR,Billing,5VNLH19TUN,16:50,Pending,2025-01-04 10:36:31,2025-01-04 10:53:21
2025-01-04 11:02:40,06:52,O1YYGSSC82M8VIZ,Technical Support,RPT5QREKGU,07:13,Resolved,2025-01-04 11:09:32,2025-01-04 11:16:45
2025-01-04 11:33:55,07:32,6989S8ZFA4BIKZS,Technical Support,YA1JOJWQND,30:38,Resolved,2025-01-04 11:41:27,2025-01-04 12:12:05
2025-01-04 12:04:08,03:59,ORQP27N9HYZSECJ,Technical Support,4HX3UNW16M,31:42,Resolved,2025-01-04 12:08:07,2025-01-04 12:39:49
2025-01-04 12:10:57,08:27,FDB04B083X7CMP4,Technical Support,007NG3XQ3G,13:06,Resolved,2025-01-04 12:19:24,2025-01-04 12:32:30
2025-01-04 12:55:03,07:19,CJ8RKQPEY6VRI5Z,Billing,Z5Z0F8NXL7,24:43,Resolved,2025-01-04 13:02:22,2025-01-04 13:27:05
2025-01-04 14:02:59,04:41,ZVH2TPNK1KVGEG0,Billing,7YEQF534VU,24:44,Pending,2025-01-04 14:07:40,2025-01-04 14:32:24
2025-01-04 14:31:15,00:47,06L7ROCPW39C460,Billing,8BG1XV1CR5,17:45,Resolved,2025-01-04 14:32:02,2025-01-04 14:49:47
2025-01-04 16:25:16,07:09,2SL9KU6E4HGI7Y1,Technical Support,37DNZDU8U3,01:25,Escalated,2025-01-04 16:32:25,2025-01-04 16:33:50
2025-01-04 17:15:06,09:27,KI1SAIXTUL2S20S,Technical Support,8ACJRX8UY3,26:55,Resolved,2025-01-04 17:24:33,2025-01-04 17:51:28
2025-01-04 17:23:03,02:48,GL4V34TX10J58BF,Billing,1A4C3UMET3,28:08,Resolved,2025-01-04 17:25:51,2025-01-04 17:53:59
2025-01-04 18:28:42,07:32,JIZPQ0R2EMIEAUM,General Inquiry,3V48BHVVEW,45:45,Resolved,2025-01-04 18:36:14,2025-01-04 19:21:59
2025-01-04 18:36:34,01:59,9GRHH670BJ0D6SD,Billing,OJG75KVJ38,09:30,Resolved,2025-01-04 18:38:33,2025-01-04 18:48:03
2025-01-04 20:34:54,09:40,WXUYGIIYCEKWUZO,Technical Support,8U07NRPZ6W,15:19,Pending,2025-01-04 20:44:34,2025-01-04 20:59:53
2025-01-04 21:02:10,05:56,DNDYB8AP1RH887P,General Inquiry,12DTJCOZP9,11:38,Resolved,2025-01-04 21:08:06,2025-01-04 21:19:44
2025-01-04 21:29:56,02:50,NY86NT6VFQGTX4T,Account Management,5ZHF59CO65,12:59,Resolved,2025-01-04 21:32:46,2025-01-04 21:45:45
2025-01-04 21:26:41,08:51,C8XRFXU53MAAJ1J,General Inquiry,D4AJ1PF4A3,09:02,Resolved,2025-01-04 21:35:32,2025-01-04 21:44:34
2025-01-04 21:29:12,09:03,0ZV4Q2A6EIW78QW,Billing,G708AXCHKB,59:25,Resolved,2025-01-04 21:38:15,2025-01-04 22:37:40
2025-01-04 22:33:52,01:08,K89I3YIUCN62CI8,Billing,PZ03EAIP33,47:19,Resolved,2025-01-04 22:35:00,2025-01-04 23:22:19
2025-01-04 22:33:16,02:23,RH1PQPP8OG7FH7I,Technical Support,ILPNQ5U024,54:56,Resolved,2025-01-04 22:35:39,2025-01-04 23:30:35
2025-01-04 22:47:06,08:25,C3XO2NZ0X4QYU2W,Account Management,2ALL1VH8LI,42:07,Resolved,2025-01-04 22:55:31,2025-01-04 23:37:38
2025-01-04 22:51:35,09:09,FMF4ZZ707OFT4XY,Billing,IXQ62APEP6,50:16,Resolved,2025-01-04 23:00:44,2025-01-04 23:51:00
2025-01-04 23:07:00,03:51,KWJFS7M8Q9XTGFW,Technical Support,085B1M387E,21:48,Resolved,2025-01-04 23:10:51,2025-01-04 23:32:39
2025-01-04 23:14:49,07:48,6E32AJOQDM4GEHY,Technical Support,0R5MVVD23K,04:15,Escalated,2025-01-04 23:22:37,2025-01-04 23:26:52
2025-01-05 00:08:18,00:32,38R9WRLKRG198UC,Billing,407MBTYMFR,27:07,Resolved,2025-01-05 00:08:50,2025-01-05 00:35:57
2025-01-05 00:48:55,05:53,Z0LCR99ER7XOMLU,Billing,V62ER53MJK,06:17,Resolved,2025-01-05 00:54:48,2025-01-05 01:01:05
2025-01-05 01:21:41,09:33,WF5YD0DSIJHGL5S,General Inquiry,84BIZX56CX,38:30,Resolved,2025-01-05 01:31:14,2025-01-05 02:09:44
2025-01-05 02:13:12,02:51,HFJCEM4A8K7HANV,Account Management,XDW8DBKKTA,22:18,Resolved,2025-01-05 02:16:03,2025-01-05 02:38:21
2025-01-05 03:20:12,02:58,MCXD76Y8I2N7HIJ,General Inquiry,0761T5NPZW,26:52,Resolved,2025-01-05 03:23:10,2025-01-05 03:50:02
2025-01-05 03:29:45,05:08,44F116WJRA0YNMS,Service Outage,XTT9VHOD0A,19:06,Resolved,2025-01-05 03:34:53,2025-01-05 03:53:59
2025-01-05 04:04:06,03:35,5BIQONDT4S8PC6H,Technical Support,VD1D20T3OW,10:32,Resolved,2025-01-05 04:07:41,2025-01-05 04:18:13
2025-01-05 05:32:07,00:18,IPRUYVTZ2N0MEHC,Technical Support,0Y1E3L6NGJ,26:36,Resolved,2025-01-05 05:32:25,2025-01-05 05:59:01
2025-01-05 05:35:16,01:48,QODL4AMBGKF8PJS,Technical Support,EK8VO248TP,46:51,Resolved,2025-01-05 05:37:04,2025-01-05 06:23:55
2025-01-05 06:29:42,00:20,GM0Q7A2C3ALQCNK,Billing,IZKBKAZ8RY,50:36,Resolved,2025-01-05 06:30:02,2025-01-05 07:20:38
2025-01-05 07:29:05,05:29,75KAU056YWJKI1R,Technical Support,UU8K4SSRXB,17:44,Escalated,2025-01-05 07:34:34,2025-01-05 07:52:18
2025-01-05 07:36:17,08:09,FRN6HV49B99APPM,Billing,QKJW9MJ1FN,20:18,Resolved,2025-01-05 07:44:26,2025-01-05 08:04:44
2025-01-05 09:48:11,08:09,F2CONM96DQL1XJ4,Billing,BPMJS8EW15,07:46,Resolved,2025-01-05 09:56:20,2025-01-05 10:04:06
2025-01-05 10:23:02,00:38,D5OGSTHPPMBM5UN,Technical Support,S6VZ0HTHQP,09:30,Resolved,2025-01-05 10:23:40,2025-01-05 10:33:10
2025-01-05 10:34:48,01:43,CX82MK9ZWZGEQFA,Technical Support,VK191ROIQA,21:34,Resolved,2025-01-05 10:36:31,2025-01-05 10:58:05
2025-01-05 10:53:46,03:57,AAACYBOHH728QMZ,Account Management,1MB4ZJGMD3,09:28,Resolved,2025-01-05 10:57:43,2025-01-05 11:07:11
2025-01-05 11:54:19,04:34,HRHI9HZ4VN4JRHV,Technical Support,ME4CIBW9U7,35:19,Escalated,2025-01-05 11:58:53,2025-01-05 12:34:12
2025-01-05 12:36:41,01:53,OQKZFHJGQBMEO1H,Technical Support,HA7ZLGSQ93,18:40,Resolved,2025-01-05 12:38:34,2025-01-05 12:57:14
2025-01-05 12:59:28,06:03,LJG93QQ0FQ3VVV8,Technical Support,XI049RV3AX,26:41,Resolved,2025-01-05 13:05:31,2025-01-05 13:32:12
2025-01-05 13:28:41,07:20,6MTWOXWI8M1DBYA,General Inquiry,ZO0Y9E4YJE,43:18,Resolved,2025-01-05 13:36:01,2025-01-05 14:19:19
2025-01-05 14:14:46,09:02,2R230RZOYLOV7R2,Technical Support,KVJV1E2HB9,28:50,Resolved,2025-01-05 14:23:48,2025-01-05 14:52:38
2025-01-05 14:44:03,09:59,6PCCDMDHD2LF3P5,Billing,VD1D20T3OW,17:36,Pending,2025-01-05 14:54:02,2025-01-05 15:11:38
2025-01-05 15:29:40,08:01,O5SS5VEDH6R5F4R,Technical Support,2ALL1VH8LI,07:43,Resolved,2025-01-05 15:37:41,2025-01-05 15:45:24
2025-01-05 17:22:11,00:15,W1UQVYYUWIIXH3P,Billing,LLH4X2TYCI,15:35,Resolved,2025-01-05 17:22:26,2025-01-05 17:38:01
2025-01-05 18:07:42,07:56,0P6ENMUDCESAAUA,Account Management,QZHW5WV8YV,16:19,Resolved,2025-01-05 18:15:38,2025-01-05 18:31:57
2025-01-05 18:15:15,04:50,2RVE6L8Z5D3QBEP,Account Management,NNI0IVHS1M,26:11,Resolved,2025-01-05 18:20:05,2025-01-05 18:46:16
2025-01-05 18:17:29,03:30,R1J39FWNRMHC8JE,Billing,A5YQZAZQVF,12:45,Resolved,2025-01-05 18:20:59,2025-01-05 18:33:44
2025-01-05 19:25:53,07:10,Q1T3KLNYNR42ODB,Technical Support,P0N9BW3KN3,30:48,Resolved,2025-01-05 19:33:03,2025-01-05 20:03:51
2025-01-05 20:25:46,09:09,QYXAMQVVQZLIWLC,Technical Support,2XIHPOZH4B,14:31,Resolved,2025-01-05 20:34:55,2025-01-05 20:49:26
2025-01-05 21:14:18,01:36,9PVJZDI6OFWEO29,Billing,TJDWLI1WIX,34:36,Resolved,2025-01-05 21:15:54,2025-01-05 21:50:30
2025-01-05 21:29:39,02:23,2VLKWRHCLVTR9ND,Billing,RKZOW9FAW4,30:29,Resolved,2025-01-05 21:32:02,2025-01-05 22:02:31
2025-01-05 21:49:02,00:59,JQMU9DWDFRPENDN,Billing,1VG1M0PIBT,27:35,Resolved,2025-01-05 21:50:01,2025-01-05 22:17:36
2025-01-05 22:20:49,02:09,2YOBXPNFBJW7I2Q,Technical Support,ADYOBJZDW6,33:12,Resolved,2025-01-05 22:22:58,2025-01-05 22:56:10
2025-01-05 22:23:43,06:17,966OCIZZARYTP3Q,Billing,KW1AUC5UYS,23:53,Escalated,2025-01-05 22:30:00,2025-01-05 22:53:53
2025-01-05 22:46:09,02:31,4JTY9WHETSZPE1J,General Inquiry,35X3AAFLCD,32:55,Resolved,2025-01-05 22:48:40,2025-01-05 23:21:35
2025-01-06 00:52:06,02:17,1P4TL2IMM7ZJNBA,Billing,2ALL1VH8LI,28:40,Resolved,2025-01-06 00:54:23,2025-01-06 01:23:03
